memcg_id,trigger_tgid,trigger_tid,trigger_comm,anon_min_gen_seq,file_min_gen_seq,max_gen_seq,feature_swappiness,feature_evict_folios_calls,feature_anon_gen_span,feature_file_gen_span,feature_anon_total_pages,feature_file_total_pages,feature_anon_oldest_gen_pages,feature_anon_second_oldest_gen_pages,feature_anon_second_youngest_gen_pages,feature_anon_youngest_gen_pages,feature_file_oldest_gen_pages,feature_file_second_oldest_gen_pages,feature_file_second_youngest_gen_pages,feature_file_youngest_gen_pages,feature_avg_refaulted_anon,feature_avg_refaulted_file,feature_avg_total_anon,feature_avg_total_file,feature_protected_anon_pages,feature_protected_file_pages,feature_evicted_anon_pages,feature_evicted_file_pages,feature_refaulted_anon_pages,feature_refaulted_file_pages,target_reclaimed_anon_pages,target_reclaimed_file_pages
0,45,45,kswapd0,10,10,12,5,1,2,2,417,0,401,16,0,0,0,0,0,0,0,0,469,0,0,0,555,0,0,0,10,0
0,45,45,kswapd0,10,10,12,5,1,2,2,407,0,351,56,0,0,0,0,0,0,0,0,469,0,0,0,565,0,0,0,14,0
0,45,45,kswapd0,10,10,12,5,1,2,2,393,0,380,13,0,0,0,0,0,0,0,0,469,0,0,0,579,0,0,0,64,0
0,45,45,kswapd0,10,10,12,5,2,2,2,329,0,316,13,0,0,0,0,0,0,0,0,469,0,0,0,643,0,0,0,58,0
0,45,45,kswapd0,10,10,12,5,2,2,2,271,0,250,21,0,0,0,0,0,0,0,0,469,0,0,0,701,0,0,0,73,0
0,45,45,kswapd0,10,10,12,5,1,2,2,198,0,172,26,0,0,0,0,0,0,0,0,469,0,0,0,774,0,0,0,50,0
0,45,45,kswapd0,10,10,12,5,1,2,2,148,0,108,40,0,0,0,0,0,0,0,0,469,0,0,0,824,0,0,0,0,0
0,45,45,kswapd0,10,10,12,5,1,2,2,148,0,106,42,0,0,0,0,0,0,0,0,469,0,0,0,824,0,0,0,62,0
0,45,45,kswapd0,10,10,12,5,1,2,2,86,0,73,13,0,0,0,0,0,0,0,0,469,0,0,0,886,0,0,0,31,0
0,45,45,kswapd0,10,10,12,5,1,2,2,55,0,40,15,0,0,0,0,0,0,0,0,469,0,0,0,917,0,0,0,31,0
0,45,45,kswapd0,11,11,12,5,0,1,1,24,0,24,0,0,0,0,0,0,0,0,0,693,0,0,0,31,0,0,0,0,0
0,45,45,kswapd0,125,125,128,5,0,3,3,23,0,0,0,23,0,0,0,0,0,0,0,243,0,0,0,26,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,4,4,6,5,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
0,45,45,kswapd0,6,7,9,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0
0,45,45,kswapd0,11,11,13,5,0,2,2,24,0,24,0,0,0,0,0,0,0,0,0,693,0,0,0,31,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,99,99,101,5,0,2,2,36,0,11,25,0,0,0,0,0,0,0,0,85,1,0,0,0,0,0,0,0,0
0,45,45,kswapd0,5243,5243,5246,5,1,3,3,251,330,45,34,99,73,0,246,84,0,2,12,100,274,0,148,6,39,0,27,37,0
0,45,45,kswapd0,5216,5216,5218,5,0,2,2,33,24,33,0,0,0,13,11,0,0,4,0,769,3,0,0,49,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,233,233,235,5,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,65,18,0,0,0,0
0,45,45,kswapd0,147,147,149,5,0,2,2,6,0,6,0,0,0,0,0,0,0,0,0,582,18,0,0,43,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,125,125,128,5,0,3,3,23,0,0,0,23,0,0,0,0,0,0,0,243,0,0,0,26,0,0,0,0,0
0,45,45,kswapd0,233,233,235,5,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,65,18,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,6,6,8,5,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0
0,45,45,kswapd0,10,10,12,5,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0
0,45,45,kswapd0,3950,3950,3953,5,1,3,3,341,355,150,75,22,94,0,90,265,0,0,0,567,212,0,0,550,0,7,0,50,0
0,45,45,kswapd0,4,4,6,5,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,6,6,8,5,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0
0,45,45,kswapd0,1487,1487,1490,5,1,3,3,46,564,7,39,0,0,39,524,1,0,7,0,140,121,0,0,2,0,0,0,0,10
0,45,45,kswapd0,3983,3983,3986,5,1,3,3,90,230,36,40,14,0,15,110,105,0,0,0,146,97,0,1,18,77,0,0,0,13
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
